"subject","spreadsheet_row","trial","Targ_loc","target","responseGiven","trialType","HasDyslexia","location","context","ReaderType","accuracy","error","locationSumCoded","contextSumCoded","readerTypeFactor","cLocationSumCoded","cContextSumCoded","cReaderTypeSumCoded"
"3087270",202,35,1,"sut","fis","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3087270",209,36,3,"dod","fip","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3280708",79,2,1,"sem","sem","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"3280708",86,3,1,"dav","tif","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"3280708",96,4,2,"kov","kov","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"3280708",103,5,3,"kig","paz","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"3280708",110,6,2,"tav","pid","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"3280708",171,7,2,"dop","pen","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"3280708",178,8,1,"fim","paz","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"3280708",185,9,1,"beb","bix","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"3280708",195,10,3,"gop","tav","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"3280708",202,11,1,"sut","tep","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"3280708",209,12,3,"dod","tav","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"3280708",220,13,3,"saf","saf","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"3280708",227,14,1,"tep","tep","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"3280708",234,15,2,"bem","bem","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"3280708",244,16,2,"kav","kav","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"3280708",251,17,2,"pof","pof","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"3280708",258,18,1,"tas","tas","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"3280708",269,19,3,"tev","tev","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"3280708",276,20,2,"bav","bav","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"3280708",283,21,1,"gex","gex","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"3280708",293,22,3,"dep","dep","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"3280708",300,23,1,"pag","pag","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"3280708",307,24,2,"suv","set","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"3280708",135,27,3,"bix","bix","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"3280708",145,28,2,"kiv","kav","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"3280708",152,29,1,"dus","dus","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"3280708",159,30,3,"sof","sof","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"3280708",23,31,1,"pid","pid","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"3280708",30,32,1,"paz","paz","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"3280708",37,33,3,"fet","fet","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"3280708",47,34,1,"fis","fis","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"3280708",54,35,3,"fum","fum","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"3280708",61,36,2,"buv","buv","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2785781",220,1,3,"saf","kiv","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2785781",227,2,1,"tep","dov","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2785781",234,3,2,"bem","tav","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2785781",244,4,2,"kav","kav","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2785781",251,5,2,"pof","dep","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2785781",258,6,1,"tas","fit","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2785781",171,7,2,"dop","ben","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",178,8,1,"fim","bim","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2785781",185,9,1,"beb","bav","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2785781",195,10,3,"gop","gov","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",202,11,1,"sut","tag","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2785781",209,12,3,"dod","fit","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2785781",121,13,2,"fip","fan","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2785781",128,14,1,"teb","ten","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",135,15,3,"bix","bix","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2785781",145,16,2,"kiv","guv","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",152,17,1,"dus","duh","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",159,18,3,"sof","sof","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",269,19,3,"tev","teb","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2785781",276,20,2,"bav","tas","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2785781",283,21,1,"gex","sem","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2785781",293,22,3,"dep","sof","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2785781",300,23,1,"pag","fim","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2785781",307,24,2,"suv","fim","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2785781",23,25,1,"pid","pid","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",30,26,1,"paz","sem","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2785781",37,27,3,"fet","sut","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2785781",47,28,1,"fis","zof","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",54,29,3,"fum","fin","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",61,30,2,"buv","buv","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2785781",72,31,2,"ged","kav","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2785781",79,32,1,"sem","fip","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2785781",86,33,1,"dav","fem","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2785781",96,34,2,"kov","seb","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2785781",103,35,3,"kig","suv","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2785781",110,36,2,"tav","dov","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2786108",171,1,2,"dop","fem","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",178,2,1,"fim","sim","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2786108",185,3,1,"beb","beb","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2786108",195,4,3,"gop","teb","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",202,5,1,"sut","sav","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2786108",209,6,3,"dod","bod","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2786108",72,7,2,"ged","ged","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2786108",79,8,1,"sem","sev","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2786108",86,9,1,"dav","doys","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2786108",96,10,2,"kov","fet","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",103,11,3,"kig","tem","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2786108",110,12,2,"tav","tav","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2786108",121,13,2,"fip","beb","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2786108",128,14,1,"teb","gib","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",135,15,3,"bix","fis","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2786108",145,16,2,"kiv","tep","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",152,17,1,"dus","dus","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",159,18,3,"sof","sof","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",269,19,3,"tev","tem","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2786108",276,20,2,"bav","buv","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2786108",283,21,1,"gex","gex","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2786108",293,22,3,"dep","dep","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2786108",300,23,1,"pag","pag","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2786108",307,24,2,"suv","soy","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2786108",23,25,1,"pid","pid","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",30,26,1,"paz","paz","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2786108",37,27,3,"fet","fet","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2786108",47,28,1,"fis","fis","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",54,29,3,"fum","fum","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2786108",61,30,2,"buv","buv","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2786108",220,31,3,"saf","saf","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2786108",227,32,1,"tep","tep","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2786108",234,33,2,"bem","bem","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2786108",244,34,2,"kav","kav","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2786108",251,35,2,"pof","pof","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2786108",258,36,1,"tas","tas","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2826247",227,2,1,"tep","tep","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2826247",234,3,2,"bem","bem","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2826247",244,4,2,"kav","kav","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2826247",251,5,2,"pof","sut","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2826247",258,6,1,"tas","tas","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2826247",23,7,1,"pid","pid","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2826247",30,8,1,"paz","paz","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2826247",37,9,3,"fet","sut","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2826247",47,10,1,"fis","fis","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2826247",54,11,3,"fum","fum","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2826247",61,12,2,"buv","buv","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2826247",269,13,3,"tev","tep","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2826247",276,14,2,"bav","bav","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2826247",283,15,1,"gex","kig","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2826247",293,16,3,"dep","dep","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2826247",300,17,1,"pag","tav","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2826247",307,18,2,"suv","suv","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2826247",171,19,2,"dop","dop","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2826247",178,20,1,"fim","fim","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2826247",185,21,1,"beb","beb","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2826247",195,22,3,"gop","gop","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2826247",202,23,1,"sut","sut","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2826247",209,24,3,"dod","dod","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2826247",72,25,2,"ged","ged","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2826247",79,26,1,"sem","sem","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2826247",86,27,1,"dav","dav","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2826247",96,28,2,"kov","kov","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2826247",103,29,3,"kig","kig","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2826247",110,30,2,"tav","tav","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2826247",121,31,2,"fip","fip","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2826247",128,32,1,"teb","teb","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2826247",135,33,3,"bix","bix","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2826247",145,34,2,"kiv","kiv","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2826247",152,35,1,"dus","dus","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2826247",159,36,3,"sof","sof","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2848060",23,1,1,"pid","pid","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2848060",30,2,1,"paz","sum","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2848060",37,3,3,"fet","feb","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2848060",47,4,1,"fis","fem","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2848060",54,5,3,"fum","fum","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2848060",61,6,2,"buv","fum","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2848060",220,7,3,"saf","pid","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2848060",227,8,1,"tep","tep","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2848060",234,9,2,"bem","god","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2848060",244,10,2,"kav","kov","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2848060",251,11,2,"pof","pof","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2848060",258,12,1,"tas","pet","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2848060",171,13,2,"dop","pav","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2848060",178,14,1,"fim","sof","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2848060",185,15,1,"beb","kav","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2848060",195,16,3,"gop","gek","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2848060",202,17,1,"sut","sut","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2848060",209,18,3,"dod","dod","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2848060",72,19,2,"ged","get","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2848060",79,20,1,"sem","sem","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2848060",86,21,1,"dav","dav","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2848060",96,22,2,"kov","kov","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2848060",103,23,3,"kig","bem","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2848060",110,24,2,"tav","tav","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2848060",269,25,3,"tev","tev","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2848060",276,26,2,"bav","bem","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
